,0
0,0.9994196466011007
1,0.9990894063390736
2,0.9988340295734365
3,0.9984626382712088
4,0.9981627385614492
5,0.9975258535590418
6,0.9901204230431186
7,0.9774617914353961
8,0.9574948896242579
9,0.9240357596545379
10,0.5290121528168551
11,0.295118447814796
12,0.05548813278213886
13,0.00013737874889520395
14,-9.516218414125978e-05
15,-5.193722882867548e-05
16,-0.00042948949585719105
17,0.0009658690916334496
18,-0.0010645803702489325
19,0.0007498524085112565
20,0.0007305516714298545
21,0.0025649628923990666
22,0.0005334849358583721
23,-0.0013599595037900242
24,0.00047679135151275007
25,-0.001588461363296554
26,-6.584847363005417e-05
27,-0.00029992778464924767
28,-0.0002624357506774565
29,-5.57285032322188e-05
30,-0.0017069804925190614
31,-0.0008001063405358671
32,0.0007171582527750294
33,-0.0012266213425845321
34,0.0009521077045364632
35,0.0002260837908406071
36,-0.0003624027368265961
37,0.0007788238899002631
38,0.0013681385207023739
39,0.0015305768386296276
40,-0.00038071113740966296
41,-0.0006983387355601054
42,0.00022346928452451363
43,-0.0006568837180887557
44,0.00039768856689472934
45,-0.0011740892525497074
46,2.6389648680056418e-05
47,-0.0006774435982312519
48,-0.0002709929242237505
49,0.0008631619374550947
50,-1.1078385789859563e-06
51,-0.00047134928650359394
52,-0.000761769419030677
53,0.0005115667150305031
54,0.0002056158993539093
55,0.00017745871758828713
56,0.000516937727896599
57,-0.0004871451942260363
58,0.00029842825170301775
59,-0.0013829471086962302
60,0.0005156547953515033
61,0.0003729696357019998
62,0.0004224934126072357
