,0
0,1.0000000000000007
1,1.0000000000000007
2,1.0000000000000007
3,1.0000000000000007
4,1.0000000000000007
5,1.0000000000000007
6,1.0000000000000007
7,1.0000000000000007
8,1.0000000000000007
9,1.0000000000000007
10,1.0000000000000007
11,0.9999737871416681
12,0.9998821585856802
13,0.9998322450904408
14,0.9993149502487498
15,0.9986075917433253
16,0.9972036682804492
17,0.9957642207502958
18,0.9895648960333618
19,0.9806699585343658
20,0.9725066640749962
21,0.9691906467487822
22,0.9681335637279602
23,0.9684697531723423
24,0.9646401628462175
25,0.9626451611040673
26,0.9642811221761883
27,0.9602983711863057
28,0.9570427103435628
29,0.9550976953292031
30,0.9550522851944716
31,0.9516305775759407
32,0.9487392577720442
33,0.9469947986908963
34,0.9425922802227278
35,0.9390626495965609
36,0.9369441322734079
37,0.9361334042357119
38,0.9305634946176351
39,0.9314232232155926
40,0.9257958431147322
41,0.9181445020770463
42,0.9156873570421697
43,0.911489484396945
44,0.9055825514546337
45,0.896800607323289
46,0.8799593436660963
47,0.8688926201719456
48,0.8564524158815093
49,0.8455807325290285
50,0.824351402283832
51,0.7964487882650401
52,0.7491753673332016
53,0.7017565468955604
54,0.6072317317098143
55,0.4552808111133493
56,0.16042506214995508
57,0.013525871736916363
58,0.00039402691152942926
59,0.0006705797953020267
60,6.558926002972639e-07
61,-0.0011353518843262777
62,-0.0005778139493651855
