,0
0,0.9992222604840678
1,0.9989654525891165
2,0.9985864199559066
3,0.9980519043661855
4,0.9977442938122489
5,0.9970931322564176
6,0.9893603520568095
7,0.9770829951836302
8,0.956691826576202
9,0.9309104872681356
10,0.5216167674314475
11,0.04719748329309631
12,0.0007277513350841242
13,0.0004765176963913525
14,-0.0012019969037095205
15,0.0011907820074807706
16,4.988128497464975e-06
17,7.601904148294043e-05
18,0.0009298647503251817
19,0.0006947791413919149
20,0.00018713313698738115
21,0.00012704072950742875
22,0.0017993779918819665
23,0.0019735881273407656
24,0.0013971524689870337
25,-0.0008456481885307891
26,-0.0005293242526348512
27,-0.0007199067850039514
28,0.0011636818561184135
29,6.071786607684577e-05
30,-0.0014591378862835692
31,-0.00024985800660810696
32,-0.0002556459385873039
33,-0.0016627516890617578
34,-0.0011745329375978377
35,-0.00040993188662450747
36,0.0007939174603821084
37,-0.0006773597872824773
38,-0.0006257985298344645
39,-0.0010901496969982643
40,0.0002999046485457754
41,0.0022226217705025304
42,-0.0016129019428774906
43,0.0013184201854665044
44,-0.000842284493886358
45,-0.00045070767593670126
46,-0.0006785762763708085
47,0.00047530529340782937
48,-0.00019735748162097832
49,-0.0004265443594366958
50,0.0008175589212687421
51,-0.00018655265467437023
52,3.439054905465708e-06
53,0.0007847074236944781
54,-0.0007846267634510509
55,0.00011804076832372516
56,-2.7447756195277627e-06
57,0.00029435327124416555
58,-0.00025719801212068606
59,6.184206513073809e-05
60,0.0004677372314734195
61,-0.0010335347781672446
62,0.0005744680123801223
