,0
0,1.0000000000000007
1,1.0000000000000007
2,1.0000000000000007
3,1.0000000000000007
4,1.0000000000000007
5,1.0000000000000007
6,1.0000000000000007
7,1.0000000000000007
8,1.0000000000000007
9,1.0000000000000007
10,1.0000000000000007
11,1.0000000000000007
12,1.0000000000000007
13,1.0000000000000007
14,1.0000000000000007
15,0.9999449920852292
16,0.9998343430591712
17,0.9995618013449599
18,0.9993247635145908
19,0.9983044295419389
20,0.9962668576719841
21,0.9945646838255653
22,0.9932637777795483
23,0.9906982670807366
24,0.9872924221569688
25,0.9834333236369771
26,0.9807164498575592
27,0.9760988107139259
28,0.9661672879955187
29,0.9611634251027216
30,0.959124205491146
31,0.9524711613532696
32,0.940153598295585
33,0.9344533545388732
34,0.9314200942913734
35,0.920866363055022
36,0.9174584043543309
37,0.9050100531904209
38,0.8938378902316744
39,0.8797681610885376
40,0.872076113204509
41,0.8674724208096988
42,0.8511351125018277
43,0.834809470580392
44,0.82273927395612
45,0.7893938405255196
46,0.7467128374430633
47,0.6892366430941553
48,0.6328725559931823
49,0.5939998002478603
50,0.4267270944529382
51,0.1477560326406893
52,0.030622706527521144
53,0.0011131149176221732
54,-6.897321652973841e-05
55,-0.00037974763326667455
56,-0.000758857084520032
57,0.0008181249381094141
58,0.0007798512817940252
59,0.00043713527290737997
60,0.0012229331629660463
61,-0.0001156620854703437
62,0.0007401654031621287
