,0
0,-0.9966033773108336
1,-0.987179822439607
2,-0.9953020581044392
3,-1.0002097143373008
4,-0.9963476270731554
5,-0.9973001414560898
6,-0.988957309211293
7,-0.9749337567558615
8,-0.9565131815641027
9,-0.9269596789196198
10,-0.7188756031115444
11,-0.5166091353188506
12,-0.2533958575835204
13,-0.09663356762294778
14,-0.059182643409513555
15,-0.04529057526897756
16,-0.036564533653670045
17,-0.029473739563603885
18,-0.029997025171357623
19,-0.022148598462382787
20,-0.022272388353269848
21,-0.01833042918840868
22,-0.01629823685546026
23,-0.014099091495316823
24,-0.014498126674469017
25,-0.016936948477612596
26,-0.01477862462252485
27,-0.01578812224490556
28,-0.006699995227351624
29,-0.010869100673703051
30,-0.013307112041259714
31,-0.010177034673040045
32,-0.01641151604937724
33,-0.01466535602034716
34,-0.012768615678319146
35,-0.01236587896309418
36,-0.01078585460434589
37,-0.0033538031967821048
38,-0.008729012218802724
39,-0.0074918123605194845
40,-0.0104911614544014
41,-0.006985779125509567
42,-0.01113416460825382
43,-0.009991401462312637
44,-0.011690502984588706
45,-0.010095325225089448
46,-0.004569536788251931
47,-0.008999009417095381
48,-0.017436497513328278
49,-0.010824071458646766
50,-0.010997006848070385
51,-0.015910910629591556
52,-0.008381734932397179
53,-0.014760504059278892
54,-0.00846984881354437
55,-0.010036433876406688
56,-0.008342258519369669
57,-0.008992118066244451
58,-0.0010298018121110172
59,-0.00489163910396825
60,-0.00942406493437719
61,-0.003401025289544206
62,-0.012076835670977996
