,0
0,0.1722115411409445
1,0.1722115411409445
2,0.1722115411409445
3,0.1722115411409445
4,0.1722115411409445
5,0.1722115411409445
6,0.1722115411409445
7,0.1722115411409445
8,0.1722115411409445
9,0.1722115411409445
10,0.1722115411409445
11,0.17226816615395438
12,0.17245226150522036
13,0.17254971288945994
14,0.17356973292481348
15,0.1749193557168844
16,0.1776153523277382
17,0.1803613449703599
18,0.19277124313760274
19,0.20966432409972693
20,0.2259974939858146
21,0.2321914041438275
22,0.23342334277171686
23,0.23106549271035484
24,0.2380163877313559
25,0.23989795783986392
26,0.2360627710432245
27,0.2407181939140699
28,0.24491235661342844
29,0.24671006036036774
30,0.24590514360389956
31,0.2505095527379485
32,0.25149579450146126
33,0.25447107407681197
34,0.2593222852870939
35,0.26279089709829095
36,0.264612395625445
37,0.2657658702337647
38,0.2703085716126411
39,0.2691920952266338
40,0.2745952270609531
41,0.28173931902100174
42,0.28435958346236084
43,0.2877165503610232
44,0.29277118911769157
45,0.301083369183842
46,0.3163360903165827
47,0.32382957315034483
48,0.33488799737564756
49,0.34554411977860416
50,0.36100995697997074
51,0.3849361016540203
52,0.4208057887415359
53,0.4529890192363177
54,0.5112166664906854
55,0.582188114087398
56,0.6797036519117521
57,0.721300544640006
58,0.7245639779039437
59,0.7245208642934761
60,0.7245022666912802
61,0.7245892424312715
62,0.7244573662653143
