,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,1e-05,0.5131712738157059,1e-05,0.6273260234168342,1e-05,1e-05,0.6058244115047143,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.5508570392981135,0.6015651703050284,1e-05,1e-05,0.6529458460712885,1e-05,0.5436339239842263,1e-05,1e-05,0.600066567429807,1e-05,0.5957810570324422,0.6790510444563765,0.6201187350837358,0.5707243414551398,0.5072535653762181,0.6077061581849817,1e-05,1e-05,0.5081804632627429
1,0.5131712738157059,1e-05,1e-05,1e-05,1e-05,1e-05,0.5082144343785641,0.5763709400858831,0.5218742822842225,1e-05,1e-05,0.5211636853197185,1e-05,0.526633480893806,0.5292196505112752,0.5932652913190178,0.5829308632317254,1e-05,0.6283467218952313,0.5727298197571593,0.6462028319471151,1e-05,0.5121320133593583,1e-05,0.6052309734175713,0.6894350648824951,0.6021163522180174,0.6594354905234743,0.5689832849095939,0.5731370502419764,0.5229299522509571,0.5066327634430571,0.5211511229428157,0.5497997766977561,0.5504600066256972,0.6259204478990784,1e-05,0.5842260085337773,1e-05,0.5790563178423965
2,1e-05,1e-05,1e-05,0.5697990643843222,0.6046213194775879,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.5765740069837271,0.5491441871810219,1e-05,0.5423589977868026,1e-05,1e-05,0.5533575488669552,0.515451897031545,1e-05,1e-05,1e-05,1e-05,0.5372932976126727,1e-05,1e-05,0.5074920262528977,0.5303503930852461,1e-05,0.5026879425133254,1e-05,1e-05,0.5337158455528674,1e-05,1e-05,1e-05,0.5730354510044735,1e-05,0.5251377222959385,1e-05
3,0.6273260234168342,1e-05,0.5697990643843222,1e-05,0.6771918176435348,1e-05,0.5002494992284121,0.5908048892558896,0.6077626371587492,1e-05,1e-05,0.6791142374549952,0.7736723490070665,0.5964046214202622,0.6416144679213307,0.5851073145870342,0.6384134580944542,0.599283429980434,0.6424191640352712,1e-05,0.6222667409564527,0.5296442219007669,1e-05,0.6645783561920544,0.6231862036219447,0.6178897242467053,0.5981303066099966,0.7032358628510261,0.5969367894910267,0.7375935842034298,1e-05,0.7544961868565747,0.8126161450716558,0.7202030785691044,0.6835758034470809,0.6498589769150017,0.7755138298871541,0.5384061371343936,0.7002158245226644,0.6527866387096086
4,1e-05,1e-05,0.6046213194775879,0.6771918176435348,1e-05,1e-05,0.5698874780705729,1e-05,0.6021899593359518,1e-05,1e-05,0.6116950864627511,0.7021733898526035,1e-05,0.5685927944524332,0.7295536775005675,0.5610411121143637,0.5970747435898431,0.6941274658883329,1e-05,0.6604352253300696,0.5501533819141835,0.5867601751967721,0.5822998570525963,0.5484061206749916,0.6080927482008477,0.658774609764432,0.6688537309353347,0.6485068063531397,0.6135762939794559,0.5822253896384492,0.6883877400982993,0.7517913851800492,0.6555858894994042,0.6592193565736977,0.6309197448963013,0.5876954456468871,0.632540593445396,0.5799775457008883,0.6306313180278686
5,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.5526775872520853,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.6997487854317354,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.6585718451734575,1e-05,1e-05,1e-05,1e-05
6,0.6058244115047143,0.5082144343785641,1e-05,0.5002494992284121,0.5698874780705729,1e-05,1e-05,1e-05,1e-05,0.5594339339784778,1e-05,1e-05,0.6144871279606144,1e-05,1e-05,1e-05,1e-05,0.516220835269706,0.6035883851022009,1e-05,0.5653744678108564,0.5893579181384562,1e-05,1e-05,0.5821726269288446,1e-05,1e-05,0.513488513942669,0.5702901772615591,0.5430566565351146,1e-05,0.5902447413448569,0.53134233830477,0.5903754400926824,1e-05,1e-05,0.5151961003838031,1e-05,1e-05,1e-05
7,1e-05,0.5763709400858831,1e-05,0.5908048892558896,1e-05,1e-05,1e-05,1e-05,0.5307917478565625,1e-05,1e-05,0.6724984644671667,0.5418269102967452,0.5145503556727299,0.7457151445168481,0.5986125139661201,0.578808855824194,1e-05,0.6450061836385443,1e-05,0.5980517275821473,0.5620018958596863,0.5392730762664656,0.514180181288408,0.6883248997497914,0.5826287722305512,0.512948244424222,0.7102119864681002,0.5535602003367852,0.5867359625513556,0.6523958631797454,0.6587889637706617,0.5689179991153256,0.7360025734378179,0.6381713389102693,0.5477974913508644,0.5130392212243355,0.6089163627292002,0.5326575118446509,0.6900078753314728
8,1e-05,0.5218742822842225,1e-05,0.6077626371587492,0.6021899593359518,0.5526775872520853,1e-05,0.5307917478565625,1e-05,1e-05,1e-05,0.6435079432592198,0.6007188800208281,1e-05,0.5354161745733231,0.5240926958474484,0.69974703703659,1e-05,0.6701876004594698,0.5095525153691935,0.5769769489168537,1e-05,1e-05,1e-05,1e-05,0.7311025883509416,0.5589473985759336,0.609970789612478,0.7276287533661103,0.5597114786841519,0.5339411823813557,0.5815493615695396,0.6899592810889579,0.6661745548797512,0.5627800560654349,0.6391358759502932,0.5021933224204329,0.6669199045774649,1e-05,0.6425785633345974
9,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.5594339339784778,1e-05,1e-05,1e-05,1e-05,0.5144642977175777,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.555606015325497,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.5166112635351771,1e-05,1e-05,0.5162962210298232,1e-05,1e-05,0.5248884895398365
